City,StateName,Date,RegionID,RegionName,RegionType,SizeRank,Median Days To Close,Median Days To Pending,Market Temp Index Values,Median Sale,Median_NH_Values
Rapid City,SD,2021-07-31,395013,"Rapid City, SD",msa,313,45.0,5.0,77.0,283445.0,297229.47344084736
Rochester,MN,2021-07-31,395030,"Rochester, MN",msa,207,40.0,6.0,85.0,253509.0,260955.35016123083
Salinas,CA,2021-07-31,395050,"Salinas, CA",msa,125,33.0,10.0,78.0,785545.0,544393.64528568
Santa Fe,NM,2021-07-31,395066,"Santa Fe, NM",msa,284,38.0,6.0,71.0,465792.0,445826.6231571458
Santa Rosa,CA,2021-07-31,395068,"Santa Rosa, CA",msa,112,28.0,11.0,81.0,718110.0,584613.3228911066
Stockton,CA,2021-07-31,395134,"Stockton, CA",msa,77,31.0,8.0,80.0,480498.0,357794.1278267093
Traverse City,MI,2021-07-31,395163,"Traverse City, MI",msa,287,34.0,8.0,95.0,299645.0,377240.3796974807
Baltimore,MD,2021-08-31,394358,"Baltimore, MD",msa,20,34.0,7.0,70.0,302514.0,170340.82604541417
Bend,OR,2021-08-31,394380,"Bend, OR",msa,232,36.0,7.0,68.0,578153.0,654322.4039825766
Brownsville,TX,2021-08-31,394421,"Brownsville, TX",msa,130,30.0,17.0,90.0,192360.0,143434.228657204
Canton,OH,2021-08-31,394439,"Canton, OH",msa,137,36.0,5.0,74.0,141425.0,102604.89520638583
Charlotte,NC,2021-08-31,394458,"Charlotte, NC",msa,23,33.0,5.0,73.0,301420.0,315799.1550613329
Dayton,OH,2021-08-31,845158,"Dayton, OH",msa,74,35.0,4.0,64.0,155465.0,82191.21504745728
Dothan,AL,2021-08-31,394537,"Dothan, AL",msa,293,36.0,11.0,62.0,160648.0,53981.96030258203
Eugene,OR,2021-08-31,394576,"Eugene, OR",msa,146,33.0,7.0,80.0,392123.0,444256.2108576323
Fort Collins,CO,2021-08-31,394602,"Fort Collins, CO",msa,152,28.0,8.0,70.0,465759.0,504577.8118211812
Fort Wayne,IN,2021-08-31,394612,"Fort Wayne, IN",msa,132,31.0,3.0,74.0,179455.0,171249.43457143218
Harrisonburg,VA,2021-08-31,394668,"Harrisonburg, VA",msa,317,43.0,6.0,72.0,258206.0,262615.16597771086
Las Cruces,NM,2021-08-31,394773,"Las Cruces, NM",msa,214,40.0,5.0,77.0,250635.0,291448.3976402351
Lexington,KY,2021-08-31,394792,"Lexington, KY",msa,110,36.0,4.0,69.0,235500.0,195978.9236726357
Miami,FL,2021-08-31,394856,"Miami, FL",msa,8,38.0,14.0,54.0,345871.0,396354.928612775
Monroe,MI,2021-08-31,394873,"Monroe, MI",msa,283,35.0,8.0,58.0,183404.0,153569.56862278236
Mount Vernon,WA,2021-08-31,394890,"Mount Vernon, WA",msa,327,32.0,7.0,85.0,474337.0,422735.0761014133
New Haven,CT,2021-08-31,394908,"New Haven, CT",msa,68,48.0,7.0,72.0,260113.0,210038.3758916461
New York,NY,2021-08-31,394913,"New York, NY",msa,1,64.0,31.0,71.0,500439.0,662383.9116822862
Richmond,VA,2021-08-31,395022,"Richmond, VA",msa,45,36.0,6.0,78.0,286436.0,266112.5928149622
Rochester,NY,2021-08-31,395031,"Rochester, NY",msa,52,55.0,8.0,124.0,180046.0,138195.54310877487
Trenton,NJ,2021-08-31,395164,"Trenton, NJ",msa,142,50.0,12.0,71.0,293879.0,131478.69389756594
Tulsa,OK,2021-08-31,395169,"Tulsa, OK",msa,56,36.0,6.0,68.0,201250.0,182985.7429160066
Bloomington,IN,2021-09-30,394393,"Bloomington, IN",msa,270,35.0,10.0,54.0,231375.0,261459.95329660462
Canton,OH,2021-09-30,394439,"Canton, OH",msa,137,35.0,6.0,69.0,145279.0,102544.9128997372
Cumberland,MD,2021-09-30,394513,"Cumberland, MD",msa,409,43.0,14.0,47.0,163013.0,103200.93648487458
Dothan,AL,2021-09-30,394537,"Dothan, AL",msa,293,35.0,13.0,59.0,161164.0,54058.66315601521
Greenville,NC,2021-09-30,394651,"Greenville, NC",msa,259,38.0,5.0,77.0,193628.0,221715.44781613816
Johnson City,TN,2021-09-30,394726,"Johnson City, TN",msa,224,38.0,6.0,53.0,196974.0,159994.65105584075
Jonesboro,AR,2021-09-30,394728,"Jonesboro, AR",msa,323,32.0,11.0,59.0,176915.0,189712.11289904083
Lancaster,PA,2021-09-30,394768,"Lancaster, PA",msa,104,42.0,6.0,71.0,254462.0,199455.9157126143
Lebanon,PA,2021-09-30,394783,"Lebanon, PA",msa,306,42.0,6.0,73.0,202228.0,195580.00019227565
Orlando,FL,2021-09-30,394943,"Orlando, FL",msa,22,34.0,7.0,66.0,314264.0,292677.30763871793
Provo,UT,2021-09-30,395006,"Provo, UT",msa,92,27.0,7.0,73.0,454850.0,418013.58227421023
Raleigh,NC,2021-09-30,395012,"Raleigh, NC",msa,43,32.0,4.0,91.0,354148.0,424147.0311935673
Tampa,FL,2021-09-30,395148,"Tampa, FL",msa,18,33.0,6.0,68.0,292411.0,344411.6293295119
Torrington,CT,2021-09-30,395162,"Torrington, CT",msa,236,49.0,13.0,63.0,271914.0,211202.23739914506
Yakima,WA,2021-09-30,395240,"Yakima, WA",msa,193,42.0,8.0,74.0,305880.0,391149.43774705834
Albany,NY,2021-10-31,394308,"Albany, NY",msa,64,59.0,11.0,63.0,258233.0,233364.70693938207
Charlotte,NC,2021-10-31,394458,"Charlotte, NC",msa,23,33.0,6.0,71.0,314572.0,325984.7529403521
Eugene,OR,2021-10-31,394576,"Eugene, OR",msa,146,32.0,8.0,73.0,398451.0,448814.05858153873
Gettysburg,PA,2021-10-31,394630,"Gettysburg, PA",msa,382,42.0,7.0,66.0,237665.0,303765.9812841266
Johnson City,TN,2021-10-31,394726,"Johnson City, TN",msa,224,38.0,6.0,54.0,202862.0,161756.21192266382
Killeen,TX,2021-10-31,394746,"Killeen, TX",msa,120,35.0,6.0,71.0,229280.0,177708.9579502036
Lafayette,IN,2021-10-31,753895,"Lafayette, IN",msa,208,34.0,6.0,44.0,204000.0,146050.97885959796
Lebanon,PA,2021-10-31,394783,"Lebanon, PA",msa,306,42.0,7.0,68.0,195467.0,196048.31472536386
New Orleans,LA,2021-10-31,394910,"New Orleans, LA",msa,47,40.0,13.0,55.0,255697.0,308628.9090172975
Panama City,FL,2021-10-31,394960,"Panama City, FL",msa,242,40.0,12.0,57.0,298792.0,266654.7873935413
Portland,ME,2021-10-31,394997,"Portland, ME",msa,105,41.0,8.0,92.0,391455.0,454296.12905563554
Rapid City,SD,2021-10-31,395013,"Rapid City, SD",msa,313,46.0,6.0,70.0,296647.0,309692.19245626853
Roanoke,VA,2021-10-31,395028,"Roanoke, VA",msa,164,39.0,7.0,71.0,219594.0,135626.4961509559
Rockford,IL,2021-10-31,395033,"Rockford, IL",msa,153,36.0,9.0,50.0,143054.0,120513.5338533315
Seattle,WA,2021-10-31,395078,"Seattle, WA",msa,15,30.0,6.0,91.0,621113.0,787430.1250208355
Yakima,WA,2021-10-31,395240,"Yakima, WA",msa,193,42.0,9.0,68.0,308727.0,390131.7847465271
Youngstown,OH,2021-10-31,395245,"Youngstown, OH",msa,106,40.0,10.0,56.0,127234.0,37891.73575485147
Allentown,PA,2021-11-30,394318,"Allentown, PA",msa,70,42.0,8.0,78.0,243847.0,182540.5495345339
Austin,TX,2021-11-30,394355,"Austin, TX",msa,29,27.0,18.0,78.0,474815.0,564095.7259275529
Bakersfield,CA,2021-11-30,394357,"Bakersfield, CA",msa,63,38.0,10.0,73.0,306045.0,362181.3271262201
Bend,OR,2021-11-30,394380,"Bend, OR",msa,232,36.0,15.0,64.0,616393.0,672475.8477177309
Birmingham,AL,2021-11-30,394388,"Birmingham, AL",msa,51,32.0,6.0,67.0,227322.0,70418.49759769773
Charleston,SC,2021-11-30,394457,"Charleston, SC",msa,75,36.0,6.0,68.0,340842.0,452025.84598109947
Dover,DE,2021-11-30,394539,"Dover, DE",msa,244,40.0,8.0,68.0,283247.0,295345.06479541754
Duluth,MN,2021-11-30,394543,"Duluth, MN",msa,171,39.0,9.0,66.0,196972.0,212939.12306939904
Durham,NC,2021-11-30,394549,"Durham, NC",msa,95,32.0,5.0,90.0,356618.0,381903.1907076677
Grand Rapids,MI,2021-11-30,394640,"Grand Rapids, MI",msa,53,30.0,7.0,82.0,249696.0,229574.9227141617
Harrisonburg,VA,2021-11-30,394668,"Harrisonburg, VA",msa,317,41.0,8.0,71.0,256488.0,260943.68572246764
Hickory,NC,2021-11-30,394679,"Hickory, NC",msa,150,37.0,9.0,54.0,206143.0,199556.66621032543
Houston,TX,2021-11-30,394692,"Houston, TX",msa,5,31.0,11.0,65.0,297175.0,215153.3310577684
Jacksonville,FL,2021-11-30,394714,"Jacksonville, FL",msa,40,33.0,7.0,64.0,294237.0,235828.09933786714
Las Cruces,NM,2021-11-30,394773,"Las Cruces, NM",msa,214,40.0,7.0,78.0,247711.0,303367.5890387819
Mount Vernon,WA,2021-11-30,394890,"Mount Vernon, WA",msa,327,31.0,7.0,64.0,489390.0,429548.5966770691
Muncie,IN,2021-11-30,394893,"Muncie, IN",msa,364,36.0,8.0,51.0,126649.0,95454.03291636976
Phoenix,AZ,2021-11-30,394976,"Phoenix, AZ",msa,11,27.0,12.0,71.0,413306.0,402210.5913122873
Santa Rosa,CA,2021-11-30,395068,"Santa Rosa, CA",msa,112,28.0,13.0,78.0,707589.0,592238.5849846033
Scranton,PA,2021-11-30,395075,"Scranton, PA",msa,101,35.0,30.0,42.0,161804.0,114321.2903566849
Sebastian,FL,2021-11-30,395079,"Sebastian, FL",msa,274,35.0,8.0,65.0,289731.0,329413.6141215056
Virginia Beach,VA,2021-11-30,395194,"Virginia Beach, VA",msa,38,25.0,21.0,73.0,277082.0,418068.0272449613
Atlanta,GA,2021-12-31,394347,"Atlanta, GA",msa,9,28.0,9.0,78.0,326115.0,319800.58970024134
Corpus Christi,TX,2021-12-31,394502,"Corpus Christi, TX",msa,129,36.0,14.0,55.0,247927.0,217819.4907494468
Des Moines,IA,2021-12-31,394531,"Des Moines, IA",msa,84,40.0,13.0,67.0,225763.0,169632.08706816728
Eugene,OR,2021-12-31,394576,"Eugene, OR",msa,146,34.0,9.0,82.0,402035.0,454291.88258247875
Gettysburg,PA,2021-12-31,394630,"Gettysburg, PA",msa,382,40.0,11.0,75.0,238752.0,306953.26429785375
Green Bay,WI,2021-12-31,394646,"Green Bay, WI",msa,157,9.0,45.0,52.0,233991.0,180150.81532319612
Harrisonburg,VA,2021-12-31,394668,"Harrisonburg, VA",msa,317,41.0,9.0,77.0,262275.0,261657.01767435682
Ithaca,NY,2021-12-31,394709,"Ithaca, NY",msa,376,73.0,10.0,111.0,282879.0,344669.8133805834
Kokomo,IN,2021-12-31,394755,"Kokomo, IN",msa,438,31.0,7.0,46.0,132000.0,73221.34801172203
La Crosse,WI,2021-12-31,394756,"La Crosse, WI",msa,311,38.0,11.0,71.0,217238.0,176538.49893763702
Lakeland,FL,2021-12-31,394766,"Lakeland, FL",msa,82,35.0,7.0,70.0,269135.0,191880.6715771237
Los Angeles,CA,2021-12-31,753899,"Los Angeles, CA",msa,2,30.0,12.0,100.0,834423.0,899969.1766792218
Midland,TX,2021-12-31,394860,"Midland, TX",msa,254,36.0,33.0,38.0,312494.0,297044.65818998567
Pensacola,FL,2021-12-31,394971,"Pensacola, FL",msa,111,36.0,11.0,70.0,263425.0,195044.79226742146
Rapid City,SD,2021-12-31,395013,"Rapid City, SD",msa,313,45.0,6.0,80.0,304950.0,319980.85403553885
Roanoke,VA,2021-12-31,395028,"Roanoke, VA",msa,164,38.0,8.0,78.0,225000.0,134565.33958749782
Sacramento,CA,2021-12-31,395045,"Sacramento, CA",msa,26,28.0,9.0,89.0,537353.0,473312.50269497297
Shreveport,LA,2021-12-31,395096,"Shreveport, LA",msa,141,34.0,17.0,55.0,187935.0,103917.3045545738
Torrington,CT,2021-12-31,395162,"Torrington, CT",msa,236,47.0,15.0,69.0,278605.0,213205.8176496261
Trenton,NJ,2021-12-31,395164,"Trenton, NJ",msa,142,45.0,15.0,85.0,306636.0,140929.6826418553
Bloomington,IN,2022-01-31,394393,"Bloomington, IN",msa,270,33.0,15.0,81.0,237925.0,267173.6909343202
Breckenridge,CO,2022-01-31,753871,"Breckenridge, CO",msa,811,38.0,7.0,119.0,876768.0,1325295.928415007
Colorado Springs,CO,2022-01-31,394484,"Colorado Springs, CO",msa,80,30.0,5.0,100.0,431961.0,445092.2989885324
Corpus Christi,TX,2022-01-31,394502,"Corpus Christi, TX",msa,129,37.0,15.0,58.0,256328.0,220084.61551897036
Fresno,CA,2022-01-31,394619,"Fresno, CA",msa,57,34.0,8.0,87.0,366482.0,317090.92643688427
Houston,TX,2022-01-31,394692,"Houston, TX",msa,5,31.0,11.0,74.0,304414.0,221262.09658330074
Ithaca,NY,2022-01-31,394709,"Ithaca, NY",msa,376,75.0,10.0,124.0,283958.0,347443.0266548127
Kalamazoo,MI,2022-01-31,394732,"Kalamazoo, MI",msa,190,38.0,8.0,79.0,203147.0,148279.07861448065
Milwaukee,WI,2022-01-31,394862,"Milwaukee, WI",msa,41,20.0,33.0,97.0,239414.0,171200.31547045635
Monroe,MI,2022-01-31,394873,"Monroe, MI",msa,283,31.0,16.0,78.0,190089.0,153314.73662189345
Santa Fe,NM,2022-01-31,395066,"Santa Fe, NM",msa,284,38.0,8.0,85.0,498981.0,452638.1881843354
Scranton,PA,2022-01-31,395075,"Scranton, PA",msa,101,35.0,27.0,61.0,165814.0,116985.80550639692
Seattle,WA,2022-01-31,395078,"Seattle, WA",msa,15,30.0,6.0,153.0,628603.0,810601.8388874086
Springfield,OH,2022-01-31,395117,"Springfield, OH",msa,316,36.0,11.0,67.0,139206.0,174225.71001869804
York,PA,2022-01-31,395244,"York, PA",msa,122,41.0,6.0,84.0,205770.0,212766.81859623478
Albany,NY,2022-02-28,394308,"Albany, NY",msa,64,56.0,14.0,91.0,257826.0,236122.6836039921
Bakersfield,CA,2022-02-28,394357,"Bakersfield, CA",msa,63,36.0,8.0,82.0,316825.0,377464.5919383829
Bellingham,WA,2022-02-28,394378,"Bellingham, WA",msa,205,30.0,7.0,114.0,526119.0,600196.7004806192
Clarksville,TN,2022-02-28,394471,"Clarksville, TN",msa,163,35.0,4.0,84.0,247372.0,316471.8911347098
Hilton Head Island,SC,2022-02-28,394681,"Hilton Head Island, SC",msa,216,39.0,8.0,73.0,396349.0,626067.9495716996
Huntsville,AL,2022-02-28,394698,"Huntsville, AL",msa,114,32.0,4.0,93.0,267706.0,287614.370641351
Iowa City,IA,2022-02-28,394707,"Iowa City, IA",msa,252,39.0,9.0,96.0,235368.0,259136.2758331797
Knoxville,TN,2022-02-28,394753,"Knoxville, TN",msa,65,34.0,4.0,94.0,264107.0,214795.20811452722
Lancaster,PA,2022-02-28,394768,"Lancaster, PA",msa,104,39.0,6.0,101.0,262133.0,208025.0602577763
Lansing,MI,2022-02-28,394770,"Lansing, MI",msa,107,33.0,10.0,95.0,168238.0,117243.25068243132
Myrtle Beach,SC,2022-02-28,394898,"Myrtle Beach, SC",msa,117,41.0,7.0,77.0,256626.0,304969.5455389738
Napa,CA,2022-02-28,394900,"Napa, CA",msa,312,28.0,17.0,115.0,874074.0,801631.1812104089
Olean,NY,2022-02-28,394936,"Olean, NY",msa,459,73.0,28.0,82.0,133912.0,114636.02169888954
Rapid City,SD,2022-02-28,395013,"Rapid City, SD",msa,313,46.0,6.0,88.0,320818.0,332111.1945403007
San Diego,CA,2022-02-28,395056,"San Diego, CA",msa,17,27.0,7.0,106.0,777732.0,747333.4991871244
South Bend,IN,2022-02-28,395107,"South Bend, IN",msa,159,32.0,7.0,108.0,174196.0,124631.7066330946
State College,PA,2022-02-28,395125,"State College, PA",msa,273,43.0,10.0,116.0,273746.0,319346.2524567332
Syracuse,NY,2022-02-28,395143,"Syracuse, NY",msa,91,66.0,9.0,114.0,167038.0,129619.98031539733
Toledo,OH,2022-02-28,395160,"Toledo, OH",msa,93,34.0,8.0,85.0,135872.0,95003.85000810772
Traverse City,MI,2022-02-28,395163,"Traverse City, MI",msa,287,35.0,12.0,91.0,310066.0,394960.9347706706
Wilmington,NC,2022-02-28,395229,"Wilmington, NC",msa,174,34.0,5.0,85.0,333216.0,329631.6736354713
Youngstown,OH,2022-02-28,395245,"Youngstown, OH",msa,106,38.0,12.0,72.0,131493.0,40729.25533882275
Bellingham,WA,2022-03-31,394378,"Bellingham, WA",msa,205,29.0,6.0,106.0,542866.0,614156.0012324856
Brownsville,TX,2022-03-31,394421,"Brownsville, TX",msa,130,31.0,21.0,85.0,214035.0,158449.18073905483
Corpus Christi,TX,2022-03-31,394502,"Corpus Christi, TX",msa,129,35.0,13.0,64.0,256662.0,224882.0443461035
Des Moines,IA,2022-03-31,394531,"Des Moines, IA",msa,84,39.0,7.0,83.0,222902.0,177266.6032364962
Dover,DE,2022-03-31,394539,"Dover, DE",msa,244,37.0,7.0,83.0,264701.0,311994.10272400477
Duluth,MN,2022-03-31,394543,"Duluth, MN",msa,171,37.0,10.0,96.0,196371.0,215991.39631584627
Memphis,TN,2022-03-31,394849,"Memphis, TN",msa,44,25.0,11.0,80.0,220577.0,141957.3093784875
Newport,OR,2022-03-31,753905,"Newport, OR",msa,604,34.0,9.0,77.0,429732.0,509024.97924340493
Phoenix,AZ,2022-03-31,394976,"Phoenix, AZ",msa,11,26.0,8.0,83.0,440719.0,432277.7094609176
Port Angeles,WA,2022-03-31,394994,"Port Angeles, WA",msa,463,33.0,7.0,79.0,472355.0,366529.6602891871
Reno,NV,2022-03-31,395019,"Reno, NV",msa,113,31.0,5.0,75.0,529314.0,528721.7046265699
Somerset,PA,2022-03-31,395106,"Somerset, PA",msa,475,41.0,18.0,75.0,179184.0,259935.59093360463
Springfield,MA,2022-03-31,395115,"Springfield, MA",msa,85,45.0,8.0,103.0,276299.0,230948.13677186504
Syracuse,NY,2022-03-31,395143,"Syracuse, NY",msa,91,64.0,7.0,116.0,170663.0,131661.64249571756
Albuquerque,NM,2022-04-30,394312,"Albuquerque, NM",msa,62,34.0,4.0,80.0,306151.0,306153.8125265716
Chattanooga,TN,2022-04-30,394460,"Chattanooga, TN",msa,102,32.0,4.0,72.0,259427.0,238383.01521052603
Columbia,SC,2022-04-30,394486,"Columbia, SC",msa,72,33.0,5.0,85.0,224464.0,192834.39219646965
Corning,NY,2022-04-30,394501,"Corning, NY",msa,413,63.0,14.0,63.0,143531.0,132493.85779660696
Gainesville,FL,2022-04-30,394622,"Gainesville, FL",msa,155,34.0,5.0,70.0,250619.0,263580.24269146385
Hilton Head Island,SC,2022-04-30,394681,"Hilton Head Island, SC",msa,216,38.0,5.0,68.0,417794.0,654690.7879334076
Hudson,NY,2022-04-30,394693,"Hudson, NY",msa,528,54.0,36.0,86.0,378637.0,251487.25983366245
Huntsville,AL,2022-04-30,394698,"Huntsville, AL",msa,114,30.0,4.0,84.0,278903.0,297182.74443970696
Lafayette,IN,2022-04-30,753895,"Lafayette, IN",msa,208,31.0,3.0,74.0,204221.0,155728.14447836246
Longview,WA,2022-04-30,394804,"Longview, WA",msa,368,30.0,6.0,79.0,348233.0,364583.0492626073
Los Angeles,CA,2022-04-30,753899,"Los Angeles, CA",msa,2,28.0,10.0,91.0,878052.0,944870.7783579401
Madison,WI,2022-04-30,394816,"Madison, WI",msa,88,30.0,6.0,105.0,333308.0,343822.43478486006
McAllen,TX,2022-04-30,394843,"McAllen, TX",msa,67,27.0,25.0,69.0,199054.0,195002.70330996992
New Haven,CT,2022-04-30,394908,"New Haven, CT",msa,68,43.0,5.0,92.0,284215.0,229071.62091326373
Oxnard,CA,2022-04-30,394952,"Oxnard, CA",msa,71,29.0,8.0,76.0,825639.0,664917.0245833292
Peoria,IL,2022-04-30,394972,"Peoria, IL",msa,136,34.0,8.0,70.0,124645.0,58142.2827748785
Rockford,IL,2022-04-30,395033,"Rockford, IL",msa,153,34.0,5.0,85.0,143290.0,130146.07987118876
Santa Fe,NM,2022-04-30,395066,"Santa Fe, NM",msa,284,35.0,5.0,82.0,515317.0,481262.5822934026
Visalia,CA,2022-04-30,395195,"Visalia, CA",msa,119,33.0,7.0,76.0,328263.0,379823.1582845286
Waco,TX,2022-04-30,395197,"Waco, TX",msa,178,32.0,7.0,63.0,250864.0,173204.69938287485
Athens,GA,2022-05-31,394346,"Athens, GA",msa,217,29.0,6.0,69.0,290698.0,341377.28052626696
Atlanta,GA,2022-05-31,394347,"Atlanta, GA",msa,9,26.0,6.0,72.0,342677.0,348699.59570499667
Bakersfield,CA,2022-05-31,394357,"Bakersfield, CA",msa,63,33.0,7.0,70.0,328333.0,400477.8431438939
Chico,CA,2022-05-31,394464,"Chico, CA",msa,215,29.0,8.0,68.0,416376.0,433871.1912188518
Duluth,MN,2022-05-31,394543,"Duluth, MN",msa,171,37.0,5.0,80.0,209669.0,217431.09901080863
Durham,NC,2022-05-31,394549,"Durham, NC",msa,95,30.0,4.0,85.0,379859.0,442820.6724944947
Harrisburg,PA,2022-05-31,394666,"Harrisburg, PA",msa,99,35.0,5.0,79.0,215158.0,182164.5033738795
Jacksonville,FL,2022-05-31,394714,"Jacksonville, FL",msa,40,31.0,5.0,67.0,325046.0,274683.07313645544
Lancaster,PA,2022-05-31,394768,"Lancaster, PA",msa,104,37.0,5.0,78.0,274460.0,218887.5516759864
Lansing,MI,2022-05-31,394770,"Lansing, MI",msa,107,31.0,5.0,90.0,175886.0,122404.24326742634
Newport,OR,2022-05-31,753905,"Newport, OR",msa,604,34.0,8.0,65.0,465511.0,525391.1865919599
Oklahoma City,OK,2022-05-31,394935,"Oklahoma City, OK",msa,42,32.0,4.0,70.0,214054.0,162901.0758782207
Oneonta,NY,2022-05-31,394939,"Oneonta, NY",msa,542,64.0,18.0,35.0,170756.0,169415.22968153705
Oxnard,CA,2022-05-31,394952,"Oxnard, CA",msa,71,29.0,8.0,69.0,827245.0,674203.8309824993
Peoria,IL,2022-05-31,394972,"Peoria, IL",msa,136,34.0,5.0,67.0,126452.0,58836.69648950154
Pittsfield,MA,2022-05-31,394983,"Pittsfield, MA",msa,326,42.0,12.0,71.0,304368.0,162339.19388896425
Sacramento,CA,2022-05-31,395045,"Sacramento, CA",msa,26,23.0,7.0,72.0,575549.0,510999.1864553502
San Diego,CA,2022-05-31,395056,"San Diego, CA",msa,17,24.0,7.0,78.0,837043.0,815049.8374919604
Spartanburg,SC,2022-05-31,395109,"Spartanburg, SC",msa,160,32.0,4.0,77.0,227213.0,168796.72640875468
Trenton,NJ,2022-05-31,395164,"Trenton, NJ",msa,142,44.0,9.0,77.0,295450.0,152094.58843159475
Tyler,TX,2022-05-31,395174,"Tyler, TX",msa,201,30.0,7.0,69.0,274221.0,291681.37643540435
Youngstown,OH,2022-05-31,395245,"Youngstown, OH",msa,106,36.0,5.0,65.0,129033.0,42405.479464900076
Albany,NY,2022-06-30,394308,"Albany, NY",msa,64,52.0,7.0,73.0,278784.0,247223.55940110778
Ames,IA,2022-06-30,394325,"Ames, IA",msa,336,42.0,7.0,68.0,225473.0,252155.8147512813
Battle Creek,MI,2022-06-30,394368,"Battle Creek, MI",msa,318,34.0,6.0,62.0,158218.0,82058.72349698374
Cape Coral,FL,2022-06-30,394440,"Cape Coral, FL",msa,78,32.0,10.0,48.0,305208.0,499851.432438306
Dover,DE,2022-06-30,394539,"Dover, DE",msa,244,37.0,7.0,67.0,300214.0,324169.5351950929
Fort Wayne,IN,2022-06-30,394612,"Fort Wayne, IN",msa,132,30.0,3.0,66.0,203312.0,190848.06746046577
Greensboro,NC,2022-06-30,394648,"Greensboro, NC",msa,76,32.0,4.0,73.0,214246.0,248783.25793192038
Jackson,MS,2022-06-30,394711,"Jackson, MS",msa,98,35.0,5.0,57.0,245254.0,74414.69194585808
Lebanon,PA,2022-06-30,394783,"Lebanon, PA",msa,306,36.0,6.0,74.0,216365.0,216149.00384567483
Little Rock,AR,2022-06-30,394798,"Little Rock, AR",msa,81,29.0,7.0,66.0,202164.0,168678.38145061923
Longview,WA,2022-06-30,394804,"Longview, WA",msa,368,30.0,7.0,57.0,356527.0,370056.07628853666
Manchester,NH,2022-06-30,394820,"Manchester, NH",msa,131,38.0,6.0,81.0,404910.0,349664.8766060313
Monroe,MI,2022-06-30,394873,"Monroe, MI",msa,283,29.0,6.0,71.0,214731.0,165705.4606730818
Oklahoma City,OK,2022-06-30,394935,"Oklahoma City, OK",msa,42,32.0,4.0,65.0,216834.0,164312.21982010576
Oxnard,CA,2022-06-30,394952,"Oxnard, CA",msa,71,29.0,9.0,66.0,827341.0,678838.5806998899
Rochelle,IL,2022-06-30,395029,"Rochelle, IL",msa,594,40.0,8.0,59.0,141161.0,173726.78584287676
Rockford,IL,2022-06-30,395033,"Rockford, IL",msa,153,35.0,5.0,69.0,150558.0,132436.78064905462
Springfield,MA,2022-06-30,395115,"Springfield, MA",msa,85,41.0,9.0,77.0,292271.0,240469.00974578958
Torrington,CT,2022-06-30,395162,"Torrington, CT",msa,236,45.0,7.0,65.0,288076.0,240092.0478763076
Cincinnati,OH,2022-07-31,394466,"Cincinnati, OH",msa,28,31.0,4.0,65.0,227093.0,203685.39390891884
Cleveland,OH,2022-07-31,394475,"Cleveland, OH",msa,35,34.0,5.0,67.0,177758.0,87944.5115463379
Detroit,MI,2022-07-31,394532,"Detroit, MI",msa,14,29.0,7.0,57.0,228534.0,76464.96155648532
Fort Wayne,IN,2022-07-31,394612,"Fort Wayne, IN",msa,132,30.0,4.0,63.0,204653.0,192369.12107499968
Greensboro,NC,2022-07-31,394648,"Greensboro, NC",msa,76,32.0,5.0,67.0,218909.0,251807.69267843376
New Haven,CT,2022-07-31,394908,"New Haven, CT",msa,68,43.0,7.0,75.0,290494.0,240725.1517009776
Peoria,IL,2022-07-31,394972,"Peoria, IL",msa,136,35.0,7.0,60.0,128731.0,60181.35159579538
Philadelphia,PA,2022-07-31,394974,"Philadelphia, PA",msa,7,38.0,9.0,66.0,296342.0,251551.2976392722
Portland,OR,2022-07-31,394998,"Portland, OR",msa,25,29.0,8.0,64.0,539921.0,593192.8457531078
Roanoke,VA,2022-07-31,395028,"Roanoke, VA",msa,164,36.0,5.0,71.0,240402.0,152665.24354244667
Sacramento,CA,2022-07-31,395045,"Sacramento, CA",msa,26,24.0,12.0,61.0,566351.0,514139.17778840667
Santa Rosa,CA,2022-07-31,395068,"Santa Rosa, CA",msa,112,25.0,11.0,69.0,779105.0,634433.1908141085
Shreveport,LA,2022-07-31,395096,"Shreveport, LA",msa,141,33.0,8.0,57.0,198101.0,109241.47172791488
Vallejo,CA,2022-07-31,395183,"Vallejo, CA",msa,123,25.0,14.0,58.0,581328.0,563279.5852596265
Wichita,KS,2022-07-31,395224,"Wichita, KS",msa,94,32.0,4.0,83.0,219702.0,123556.35754789255
Albany,OR,2022-08-31,394307,"Albany, OR",msa,330,32.0,12.0,64.0,378138.0,349274.5596973009
Baltimore,MD,2022-08-31,394358,"Baltimore, MD",msa,20,31.0,8.0,66.0,322418.0,180795.76053129113
